id,zone_type,geometry
730,RDresidentalLow,"POLYGON ((17.2519641230427 49.6088072455616,17.251484288272 49.6087899985233,17.2511261224351 49.6087840496386,17.2511172445406 49.6089957786038,17.2505428314713 49.6089796687497,17.2503609781524 49.6089755576262,17.2503869728735 49.6090556568374,17.2504039339001 49.6091370850034,17.2504164894565 49.6091704112133,17.2504689901133 49.6092311865105,17.2505194471378 49.6092860904141,17.2505535924108 49.6093514156254,17.2505814150028 49.6094195841314,17.2506126301761 49.6094655930301,17.250639772451 49.6095189893084,17.2506616790956 49.6095873484343,17.2506780476808 49.6096534368012,17.250674086921 49.6096985106834,17.2506653857848 49.6097553262957,17.2506709805838 49.6098341067618,17.2507852241592 49.6098376696206,17.2510040842337 49.6098307842709,17.2512634554238 49.6098284312823,17.2515079652014 49.6098270289928,17.2516790346126 49.6098247030168,17.2518471881786 49.6098221879517,17.2519161893135 49.6098218579438,17.2519186265093 49.6095752859204,17.251937034963 49.6092724637386,17.2519641230427 49.6088072455616))"
731,RDresidentalLow,"POLYGON ((17.2521173641427 49.6099623397585,17.2527810210557 49.6099539090058,17.2527753300801 49.609660669515,17.2532197469459 49.6096415860746,17.2532439327613 49.6091231538122,17.2527940385324 49.6091179744728,17.2527983625744 49.6088194060624,17.2522040091049 49.6087988943726,17.2521447932431 49.60965870867,17.2521136453049 49.6096578900226,17.2521173641427 49.6099623397585))"
732,RDresidentalLow,"POLYGON ((17.2527810210557 49.6099539090058,17.2527782409629 49.6099876783844,17.2530846738811 49.609975930987,17.2530643817946 49.6096482575457,17.2527753300801 49.609660669515,17.2527810210557 49.6099539090058))"
733,empty,"POLYGON ((17.2532197469459 49.6096415860746,17.2534760248047 49.6096344378356,17.253620279263 49.609629418845,17.2537357693023 49.6096248358244,17.253737023846 49.6094147663994,17.253230613976 49.6094086484328,17.2532197469459 49.6096415860746))"
734,RDresidentalLow,"POLYGON ((17.253737023846 49.6094147663994,17.2538130548172 49.6094155937162,17.2538076942411 49.6092703651309,17.2538087034043 49.6091916783393,17.2538081084925 49.6091306751981,17.2532439327613 49.6091231538122,17.253230613976 49.6094086484328,17.253737023846 49.6094147663994))"
735,RDresidentalLow,"POLYGON ((17.2538081084925 49.6091306751981,17.2537923386511 49.6090750736518,17.2536741459955 49.6090035988417,17.2535246821325 49.608912888303,17.2534711074014 49.6088807355522,17.2532941328023 49.6088255423847,17.2532510749111 49.6088256279738,17.2532485992439 49.6090148186041,17.2532439327613 49.6091231538122,17.2538081084925 49.6091306751981))"
736,RDresidentalLow,"POLYGON ((17.2527983625744 49.6088194060624,17.2527940385324 49.6091179744728,17.2532439327613 49.6091231538122,17.2532485992439 49.6090148186041,17.2532510749111 49.6088256279738,17.2527983625744 49.6088194060624))"
737,Chatarska zastavb,"POLYGON ((17.2525992937791 49.6076388372189,17.2526341477295 49.6072742364058,17.2523056350105 49.6073412507582,17.25228618468 49.6076320444431,17.2525992937791 49.6076388372189))"
738,Chatarska zastavb,"POLYGON ((17.2526009112165 49.6076354871881,17.2534420913959 49.6076596305183,17.2534674559693 49.6070938168233,17.2526341477295 49.6072742364058,17.2526009112165 49.6076354871881))"
739,Bytovaresidentalhigh,"POLYGON ((17.2534869471304 49.6066007979405,17.2534866299816 49.6065192421147,17.2533411651572 49.6065117435512,17.2533454810995 49.6064402987037,17.2533898478582 49.6064388642981,17.2533889432909 49.6064015089633,17.2534974314328 49.6064084583552,17.2535016289024 49.6063703181709,17.2534584798332 49.6063445769519,17.2534848780371 49.6061913612985,17.2536061088391 49.6061972860646,17.2536380460412 49.6061628911497,17.2536787049202 49.6061015666041,17.2537811419038 49.605961096553,17.2538517292311 49.6058604648302,17.2539394330079 49.6057561585901,17.2539736298387 49.6057009905878,17.2540554709416 49.6055989358619,17.2541063743758 49.6054826866569,17.2541417711972 49.6053355511718,17.2534870119361 49.605313921113,17.2532487869884 49.6053128628142,17.2532186677772 49.6053654251784,17.2531983999656 49.6054401420951,17.2531824822895 49.6054864510874,17.2530913483607 49.6054905997973,17.2530833244082 49.605571845784,17.2525892105665 49.6055553412359,17.2525504529325 49.606078808869,17.252521730489 49.6065066961738,17.252410316132 49.6066937436436,17.2523385906887 49.6067646682706,17.2523364016844 49.6068089530026,17.2523347644422 49.6068420542412,17.2522871099491 49.606927432439,17.2523224552979 49.6070826852391,17.2526204844385 49.607033078323,17.2530435052165 49.6069565502623,17.253404121948 49.6068919005331,17.2534559703228 49.6068608250435,17.2534678725851 49.6068023033018,17.2534791639431 49.6067093144471,17.2534869471304 49.6066007979405))"
740,Obcanska vybavenosindustrial,"POLYGON ((17.2542378064501 49.6055761964101,17.2542588268587 49.6056263278409,17.2542529172007 49.6056270690877,17.2542625692687 49.6056595626934,17.2544325931382 49.6056447335089,17.2544308316893 49.6056274059788,17.2543402825155 49.6053701404546,17.2542729005953 49.60537773867,17.2542144646498 49.6054110182168,17.2541980667259 49.6054609386207,17.2542378064501 49.6055761964101))"
741,Bytovaresidentalhigh,"POLYGON ((17.2549100751726 49.6052647226322,17.2549777024498 49.6054725708703,17.2550039456321 49.605471756237,17.2550716030189 49.605666023803,17.2551131237028 49.6056591441842,17.2551062394157 49.6057041241214,17.2551510586556 49.6057237573264,17.2552319445301 49.6057481119672,17.2553951647334 49.6057873508753,17.255505916849 49.6058088543943,17.2555689319585 49.6058057548219,17.2555826452899 49.6057936049576,17.2552290393623 49.6057172563995,17.2552121588123 49.6056544827415,17.2553316481605 49.6055804419719,17.2554521009262 49.6056154822074,17.2556465175395 49.6054989462174,17.2556458295391 49.6054601716278,17.2555610797632 49.6054376584745,17.2554634110974 49.6051521625947,17.255428334685 49.6050207928166,17.2555650786025 49.6049349566074,17.2558107114105 49.6048128636862,17.255800064591 49.6047868458676,17.2556250635389 49.6048642255221,17.2554590363845 49.6049515160403,17.2553636505295 49.6050099013317,17.2552704368656 49.6050540830452,17.2550878445436 49.6051534515976,17.2549534845976 49.6052140993654,17.2548986520858 49.6051997960259,17.2549100751726 49.6052647226322))"
742,Obcanska vybavenosindustrial,"POLYGON ((17.2568858469941 49.6051836882234,17.2565017888391 49.6052413494979,17.2565631327963 49.6054174500365,17.2566390881334 49.6054259449408,17.2566429524303 49.6054728149519,17.2568104222954 49.6054999425193,17.2568637318489 49.6054785236311,17.2569501899073 49.6053750912624,17.2568858469941 49.6051836882234))"
743,Obcanska vybavenosindustrial,"POLYGON ((17.2565410399773 49.6061268005693,17.2569289772392 49.605911597806,17.2564258377477 49.6057977957245,17.2563484129564 49.6059912261176,17.2565410399773 49.6061268005693))"
744,Obcanska vybavenosindustrial,"POLYGON ((17.2538674531218 49.6096211795563,17.2538659745341 49.6097467353654,17.2547683503172 49.609788329888,17.2551311897788 49.6097974374064,17.2553985249454 49.6097334302045,17.2556364037367 49.6097320683751,17.255728851264 49.6096328490407,17.2558685980389 49.6094649629667,17.2559490076822 49.609348230385,17.2560632322632 49.6091547872185,17.2560925394378 49.6090474224165,17.2561344950256 49.6089054920859,17.256148302601 49.6088633502095,17.2561381987613 49.6086336844671,17.2560122863361 49.6083385827361,17.2559744425226 49.6081651722888,17.2559401274612 49.6079687034167,17.2558995241572 49.6077652540697,17.2559239194908 49.6075337299836,17.2559799844772 49.6072755627024,17.2560699509097 49.6070482762378,17.2561491570779 49.6068913009152,17.2551438826558 49.6070175890171,17.2551345015192 49.6070367250671,17.254426154151 49.6070496125631,17.2544307623563 49.6069810559191,17.254392875603 49.6069786060267,17.2534674559693 49.6070938168233,17.2534420913959 49.6076596305183,17.2534205476995 49.6080598897827,17.2534172434141 49.6082377340179,17.2530481527314 49.6084185231415,17.2530228963849 49.6087088605519,17.2533064620812 49.6087214559705,17.2533037362307 49.608729647532,17.2533688693115 49.6087295548021,17.2533636514686 49.6087636451511,17.2533963408788 49.6087808201378,17.2533901374146 49.6088141299592,17.2534466579272 49.6088414522178,17.2535090800234 49.6088662873207,17.2537535537148 49.6090097605843,17.2538669123779 49.6090767623248,17.253890093062 49.6090911717865,17.2538668614837 49.6091636166054,17.2538909054879 49.6091651704825,17.2538851193856 49.6093111127703,17.2538772506888 49.6094490309127,17.2538674531218 49.6096211795563))"
745,RDresidentalLow,"POLYGON ((17.2530481527314 49.6084185231415,17.2534172434141 49.6082377340179,17.2534205476995 49.6080598897827,17.2533989298425 49.6080857472599,17.2533362053525 49.608091733013,17.252700916877 49.6081110861785,17.2526944892431 49.6082792208792,17.2526793739413 49.6082818297804,17.2526795731123 49.6083045555222,17.2526916432157 49.6083098187388,17.2526877120382 49.6084075866722,17.2530481527314 49.6084185231415))"
746,RDresidentalLow,"POLYGON ((17.2533362053525 49.608091733013,17.2533549684744 49.6077673209204,17.2522789166933 49.6077352504986,17.2522249211428 49.6085019560779,17.2525689303301 49.6085123736867,17.2528003272026 49.608519684441,17.2528048579494 49.6085381473075,17.2530481527314 49.6084185231415,17.2526877120382 49.6084075866722,17.2526916432157 49.6083098187388,17.2526795731123 49.6083045555222,17.2526793739413 49.6082818297804,17.2526944892431 49.6082792208792,17.252700916877 49.6081110861785,17.2533362053525 49.608091733013))"
747,Obcanska vybavenosempty,"POLYGON ((17.2524191911187 49.6086999261218,17.2530228963849 49.6087088605519,17.2530481527314 49.6084185231415,17.2528048579494 49.6085381473075,17.2528003272026 49.608519684441,17.2524320252799 49.6085082273495,17.2524191911187 49.6086999261218))"
748,RDresidentalLow,"POLYGON ((17.2524191911187 49.6086999261218,17.2524320252799 49.6085082273495,17.2522249211428 49.6085019560779,17.2522112071828 49.6086966891307,17.2524191911187 49.6086999261218))"
749,Bytovaresidentalhigh,"POLYGON ((17.2524935596103 49.6117499839469,17.2528511120917 49.6115908449084,17.2526098053666 49.6113733061869,17.2522455457077 49.611524324128,17.2524935596103 49.6117499839469))"
750,RDresidentalLow,"POLYGON ((17.2526098053666 49.6113733061869,17.2528511120917 49.6115908449084,17.2524935596103 49.6117499839469,17.2526800637228 49.6119160087135,17.2528362422091 49.6120590340371,17.2528399772386 49.612074433136,17.2528761330407 49.612061988782,17.2528824392631 49.6120782958655,17.2529053864933 49.6120726072268,17.2531167926882 49.6121192673454,17.2531996304494 49.6121117116209,17.2532549096828 49.6120822930537,17.2532985937343 49.6120420831523,17.2534564774856 49.6118471600771,17.253580533522 49.6117060741302,17.2529074925448 49.6113871453217,17.2529380725493 49.6113604333726,17.2528108105882 49.6112976955464,17.2526098053666 49.6113733061869))"
751,RDresidentalLow,"POLYGON ((17.252090342348 49.6123511730174,17.2522083329275 49.6122918594197,17.2525852718706 49.6120408119448,17.2525065331851 49.611978342636,17.2523053693873 49.6118119435679,17.2517501869155 49.6120767412489,17.252090342348 49.6123511730174))"
752,RDresidentalLow,"POLYGON ((17.2518590451699 49.6113462227998,17.2518342804255 49.6113546138501,17.2517191232833 49.6114002433545,17.2514536366689 49.6115193518419,17.2512139337845 49.6116286510323,17.2513732972171 49.6117700663718,17.2515640499351 49.6116776850992,17.251674944534 49.6117752271832,17.2519419547558 49.6116461761065,17.2520717539756 49.6115883617909,17.2519168775515 49.6114272492997,17.2518590451699 49.6113462227998))"
753,RDresidentalLow,"POLYGON ((17.2517351198117 49.6111725927951,17.251599771071 49.6112137907008,17.2514573049763 49.6112791708289,17.2512757310722 49.6113692773321,17.2511363320017 49.6114434627119,17.2510279489143 49.6114880943348,17.2512139337845 49.6116286510323,17.2518590451699 49.6113462227998,17.2517351198117 49.6111725927951))"
754,Bytovaresidentalhigh,"POLYGON ((17.2535690334689 49.6068620800006,17.2540243560115 49.6068003226419,17.2546066638675 49.6067214151577,17.2550797078398 49.6066653273739,17.2554402971088 49.6066228877731,17.2556556473153 49.6065979570507,17.2558008584735 49.6065505618133,17.2559478845794 49.6064233024643,17.2559207748286 49.6064129434567,17.25580836674 49.6060657093772,17.2556599446674 49.6060403365088,17.2556363255559 49.606021596384,17.2556020743825 49.6058848293061,17.2555762488031 49.6058661168916,17.2555003035309 49.605869576481,17.2553795282006 49.6058414477412,17.2552600492138 49.605816870329,17.2548230469994 49.6057276574727,17.2547302770648 49.6054204216935,17.254784003403 49.6054179173676,17.254824008532 49.6055651461862,17.2548488412679 49.6056432565525,17.254868543794 49.605682782348,17.2549142782141 49.6057084519676,17.2549942381822 49.6057148152702,17.2550510449695 49.6056921892983,17.2550716030189 49.605666023803,17.2550039456321 49.605471756237,17.2549777024498 49.6054725708703,17.2549100751726 49.6052647226322,17.2546640577287 49.6053097848513,17.2544839615331 49.6053447623856,17.2543874469912 49.6053624314679,17.2543402825155 49.6053701404546,17.2544308316893 49.6056274059788,17.2544325931382 49.6056447335089,17.2542625692687 49.6056595626934,17.2542529172007 49.6056270690877,17.2542378064501 49.6055761964101,17.2541980667259 49.6054609386207,17.254173131153 49.6055368504389,17.2539892017316 49.6058101505512,17.2538602317981 49.6059807022817,17.2538691727802 49.6060180405018,17.2538930701021 49.6060662052492,17.2539840067111 49.6061330499326,17.2541266917799 49.6062295376898,17.254172136235 49.6062715738705,17.2542519493963 49.6063050727142,17.2542875860135 49.6063200301404,17.2543513350265 49.6063241513407,17.2544345584623 49.6063092097198,17.2544584985313 49.6061704079802,17.2545620031548 49.6060566032986,17.2547646079361 49.6060596592628,17.2548711200736 49.6060768344892,17.2550403493049 49.6061128775372,17.2552418099597 49.6061426346452,17.2552429361125 49.606183350976,17.2551997754932 49.6061889285297,17.2552140148027 49.6062049369392,17.2552648130317 49.6062086731664,17.2553921105133 49.6061941887296,17.2554214150022 49.6061709796101,17.2554244245272 49.6061281280255,17.2555013363435 49.6061295253583,17.2555155841115 49.6061806521864,17.255540428856 49.6062707166606,17.2555586826277 49.606319712551,17.2555042312057 49.6063269514513,17.2554801712018 49.6063038794267,17.2554417194198 49.6062786815758,17.2553948973238 49.6062601148418,17.2553156710463 49.6062609710154,17.2551909190853 49.6062708385943,17.2550483246704 49.6062891149103,17.2547383710581 49.6063312394316,17.2543444602336 49.6063810855272,17.2542845349905 49.6063760163319,17.2542054700612 49.6063517784783,17.2539979350604 49.6062415357382,17.2539160958347 49.6061633257969,17.2538289830905 49.6060955330829,17.253758263191 49.6060978597198,17.2537172089786 49.6061450281439,17.2536572854963 49.6062206956871,17.2535555464353 49.6063589993354,17.2535317563465 49.6068460424275,17.2535690334689 49.6068620800006))"
755,Bytovaresidentalhigh,"POLYGON ((17.2532665216 49.6052081574195,17.2533449168381 49.6052491419956,17.2540041470527 49.6052199855478,17.2541396143345 49.605176145719,17.254154509757 49.6051269022899,17.2541471665168 49.6050547040022,17.2541726090578 49.6049846250643,17.2541361054464 49.6048866336668,17.2540398886419 49.6048182529386,17.2539283947933 49.6047775735812,17.2538150708999 49.6047248223472,17.2536711937983 49.6047274747191,17.2535739659054 49.6047618315989,17.2534698147234 49.6047933501348,17.2533398209951 49.6048494967568,17.2532954206723 49.6048992229409,17.2533082544327 49.6050076383996,17.25327703053 49.6051395038857,17.2532665216 49.6052081574195))"
756,RDresidentalLow,"POLYGON ((17.2543375906321 49.5980644752999,17.2536239647684 49.5979575089158,17.2528705673422 49.5978379628465,17.2528249805823 49.5978362102559,17.2526875288218 49.5978811137527,17.252455771304 49.5979533894781,17.2523189039048 49.5980016779644,17.252082273906 49.5980760034729,17.2520060432017 49.5981227550111,17.2519911459374 49.5981356165937,17.2519007114506 49.5982132607892,17.252067827573 49.5982962433329,17.2522348795816 49.5983823574185,17.2525569379733 49.5985395805344,17.2526678825507 49.598595767105,17.2529528027145 49.5987409049218,17.2531438458089 49.5985741881387,17.253351588643 49.5985266566028,17.2537825467158 49.5984266167883,17.2538331751163 49.598432281112,17.2539324882595 49.598202290583,17.2542539720571 49.5982503320195,17.2543375906321 49.5980644752999))"
