Id, Road Name, Road Type, One Way, Lanes, Bridge, Geometry
316725266,,tertiary,,,,"LINESTRING (20.286111831665039 49.088005065917969, 20.286239624023438 49.088287353515625, 20.286548614501953 49.088794708251953, 20.286588668823242 49.089168548583984)"
316725267,Tatranská,tertiary,,,,"LINESTRING (20.276824951171875 49.104183197021484, 20.274999618530273 49.108867645263672, 20.273555755615234 49.112335205078125, 20.273384094238281 49.112705230712891, 20.272336959838867 49.114276885986328, 20.270193099975586 49.117500305175781)"
316725268,,residential,yes,,,"LINESTRING (20.285848617553711 49.042396545410156, 20.285888671875 49.042366027832031, 20.28590202331543 49.042320251464844, 20.285871505737305 49.042255401611328)"
316725269,,residential,,,,"LINESTRING (20.285848617553711 49.042396545410156, 20.285943984985352 49.0423698425293, 20.285991668701172 49.042339324951172)"
316725270,,residential,yes,2,,"LINESTRING (20.286134719848633 49.042442321777344, 20.285978317260742 49.042404174804688, 20.285848617553711 49.042396545410156)"
316725271,,tertiary,,2,,"LINESTRING (20.285842895507812 49.042232513427734, 20.2847957611084 49.041477203369141, 20.283672332763672 49.040763854980469, 20.28272819519043 49.039920806884766, 20.282014846801758 49.039310455322266, 20.281173706054688 49.038799285888672, 20.279769897460938 49.038722991943359, 20.273876190185547 49.038902282714844, 20.271198272705078 49.037601470947266, 20.270227432250977 49.037189483642578, 20.268850326538086 49.0367317199707, 20.265941619873047 49.035076141357422, 20.262477874755859 49.032508850097656, 20.261837005615234 49.031669616699219)"
316725273,,tertiary,,2,,"LINESTRING (20.247879028320312 49.020038604736328, 20.247690200805664 49.019706726074219, 20.247385025024414 49.019111633300781, 20.247312545776367 49.018886566162109, 20.247142791748047 49.018379211425781, 20.247011184692383 49.017398834228516, 20.2470760345459 49.016719818115234, 20.247142791748047 49.0164794921875, 20.247200012207031 49.016151428222656, 20.247028350830078 49.0145378112793, 20.246822357177734 49.014202117919922, 20.246488571166992 49.013889312744141, 20.246377944946289 49.0136604309082, 20.246086120605469 49.013252258300781, 20.246049880981445 49.012779235839844, 20.246259689331055 49.012214660644531, 20.246513366699219 49.011646270751953, 20.246513366699219 49.011257171630859, 20.246425628662109 49.010738372802734, 20.24639892578125 49.0106086730957, 20.246213912963867 49.009685516357422, 20.246017456054688 49.009052276611328, 20.245820999145508 49.008758544921875, 20.245506286621094 49.008464813232422, 20.244176864624023 49.007869720458984, 20.242393493652344 49.007369995117188, 20.241802215576172 49.007396697998047, 20.241214752197266 49.007522583007812, 20.240598678588867 49.0075569152832, 20.239536285400391 49.007598876953125, 20.238611221313477 49.007759094238281, 20.23846435546875 49.007705688476562, 20.238481521606445 49.0075569152832, 20.23878288269043 49.007366180419922, 20.239845275878906 49.006778717041016, 20.240989685058594 49.006160736083984, 20.241304397583008 49.005996704101562, 20.241891860961914 49.005683898925781, 20.241962432861328 49.005607604980469, 20.242225646972656 49.005329132080078, 20.242404937744141 49.004947662353516, 20.242572784423828 49.004386901855469)"
316725274,,tertiary,,2,,"LINESTRING (20.261837005615234 49.031669616699219, 20.261207580566406 49.0308952331543)"
317103650,,footway,,,,"LINESTRING (20.296943664550781 49.045211791992188, 20.296934127807617 49.045200347900391, 20.296543121337891 49.045314788818359)"
317105489,,service,,,,"LINESTRING (20.301897048950195 49.045005798339844, 20.301132202148438 49.044998168945312, 20.300956726074219 49.044998168945312, 20.300926208496094 49.045005798339844, 20.300912857055664 49.045024871826172, 20.300910949707031 49.0452880859375)"
317105491,,service,,,,"LINESTRING (20.301132202148438 49.044998168945312, 20.301124572753906 49.045284271240234)"
317105493,,footway,,,,"LINESTRING (20.300796508789062 49.044994354248047, 20.300895690917969 49.044998168945312, 20.300926208496094 49.045005798339844)"
317585228,,footway,,,,"LINESTRING (20.289955139160156 49.050544738769531, 20.289983749389648 49.050518035888672, 20.290016174316406 49.050468444824219, 20.29002571105957 49.0504264831543, 20.290023803710938 49.050380706787109, 20.290010452270508 49.050338745117188, 20.2891902923584 49.049022674560547, 20.2891902923584 49.048946380615234)"
317585229,,service,,,,"LINESTRING (20.288986206054688 49.051483154296875, 20.289327621459961 49.051052093505859)"
317586259,,service,,,,"LINESTRING (20.304100036621094 49.052864074707031, 20.304241180419922 49.052597045898438)"
317586261,Tatranské námestie,service,,,,"LINESTRING (20.3038272857666 49.052806854248047, 20.303241729736328 49.052684783935547, 20.303321838378906 49.052505493164062)"
317588512,,footway,,,,"LINESTRING (20.304754257202148 49.052471160888672, 20.304689407348633 49.052459716796875, 20.304416656494141 49.052417755126953, 20.304376602172852 49.052509307861328, 20.304361343383789 49.052543640136719, 20.304500579833984 49.052570343017578, 20.304468154907227 49.052631378173828, 20.304294586181641 49.052970886230469, 20.3040714263916 49.053401947021484, 20.303853988647461 49.053825378417969, 20.303804397583008 49.053913116455078, 20.303764343261719 49.053989410400391)"
317588513,,service,yes,,,"LINESTRING (20.304039001464844 49.052459716796875, 20.304073333740234 49.0523681640625, 20.304100036621094 49.052299499511719, 20.304265975952148 49.051826477050781, 20.304376602172852 49.051841735839844, 20.304201126098633 49.052314758300781, 20.30415153503418 49.0523796081543, 20.304086685180664 49.052467346191406)"
317588514,,service,yes,,,"LINESTRING (20.303203582763672 49.052326202392578, 20.303068161010742 49.052410125732422, 20.302919387817383 49.052486419677734, 20.302623748779297 49.052444458007812)"
317588515,,service,,,,"LINESTRING (20.303068161010742 49.052410125732422, 20.302722930908203 49.052364349365234)"
317717465,,service,,,,"LINESTRING (20.305046081542969 49.051570892333984, 20.305130004882812 49.051586151123047, 20.3052978515625 49.051616668701172)"
317717466,,service,,,,"LINESTRING (20.305271148681641 49.051685333251953, 20.3052978515625 49.051616668701172, 20.305381774902344 49.051418304443359)"
317728294,,footway,,,,"LINESTRING (20.306367874145508 49.051151275634766, 20.307598114013672 49.051177978515625, 20.307701110839844 49.051219940185547, 20.308115005493164 49.051715850830078, 20.30870246887207 49.052440643310547, 20.308834075927734 49.052604675292969, 20.308897018432617 49.052726745605469, 20.308771133422852 49.053073883056641, 20.308298110961914 49.053012847900391, 20.308124542236328 49.0529899597168, 20.307756423950195 49.052944183349609, 20.307210922241211 49.052875518798828, 20.306781768798828 49.052822113037109, 20.306600570678711 49.052799224853516, 20.305721282958984 49.052677154541016, 20.304985046386719 49.052562713623047, 20.304731369018555 49.052520751953125, 20.304754257202148 49.052471160888672, 20.30500602722168 49.051876068115234, 20.305074691772461 49.051712036132812, 20.305130004882812 49.051586151123047, 20.305240631103516 49.051307678222656)"
317728295,,footway,,,,"LINESTRING (20.305843353271484 49.051410675048828, 20.305809020996094 49.051082611083984)"
317728296,,footway,,,,"LINESTRING (20.305843353271484 49.051410675048828, 20.306327819824219 49.051490783691406, 20.30726432800293 49.0515022277832, 20.30738639831543 49.051521301269531, 20.307474136352539 49.051567077636719, 20.307699203491211 49.0518684387207, 20.308094024658203 49.052383422851562, 20.308071136474609 49.052494049072266)"
317728297,Tatranské námestie,service,,,,"LINESTRING (20.304224014282227 49.052890777587891, 20.304100036621094 49.052864074707031, 20.30390739440918 49.052822113037109, 20.3038272857666 49.052806854248047)"
317728300,,footway,,,,"LINESTRING (20.305194854736328 49.050136566162109, 20.30438232421875 49.050197601318359, 20.304073333740234 49.050178527832031, 20.302669525146484 49.050266265869141, 20.302656173706055 49.050167083740234, 20.302621841430664 49.049980163574219)"
317728301,,footway,,,,"LINESTRING (20.302471160888672 49.049983978271484, 20.302005767822266 49.049003601074219, 20.30168342590332 49.048332214355469, 20.301542282104492 49.048049926757812)"
317728303,,footway,,,,"LINESTRING (20.30168342590332 49.048332214355469, 20.30194091796875 49.047966003417969)"
317728305,,footway,,,,"LINESTRING (20.302324295043945 49.046535491943359, 20.302131652832031 49.047927856445312)"
317728307,,service,,,,"LINESTRING (20.302236557006836 49.0496940612793, 20.301753997802734 49.049785614013672)"
317728308,,service,,,,"LINESTRING (20.302167892456055 49.049545288085938, 20.301698684692383 49.049636840820312)"
317728309,,service,,,,"LINESTRING (20.302093505859375 49.049385070800781, 20.30162239074707 49.049480438232422)"
317728981,,footway,,,,"LINESTRING (20.303089141845703 49.047855377197266, 20.303188323974609 49.046596527099609, 20.302947998046875 49.046390533447266)"
317731570,,service,,,,"LINESTRING (20.298427581787109 49.0463981628418, 20.2982120513916 49.04644775390625, 20.297872543334961 49.0465202331543)"
317731571,,service,,,,"LINESTRING (20.2982120513916 49.04644775390625, 20.298141479492188 49.046295166015625)"
317731573,,service,,,,"LINESTRING (20.298500061035156 49.047027587890625, 20.298320770263672 49.046672821044922, 20.2982120513916 49.04644775390625)"
317737955,,tertiary,,,,"LINESTRING (20.072971343994141 49.074348449707031, 20.072990417480469 49.074310302734375, 20.073331832885742 49.07354736328125, 20.07390022277832 49.072311401367188, 20.074211120605469 49.071697235107422, 20.074338912963867 49.071510314941406, 20.074897766113281 49.0708122253418, 20.075767517089844 49.070186614990234, 20.077310562133789 49.069343566894531, 20.078697204589844 49.068546295166016, 20.079578399658203 49.067657470703125, 20.080230712890625 49.067192077636719, 20.080892562866211 49.066902160644531, 20.082012176513672 49.06658935546875)"
317737958,,secondary,,,,"LINESTRING (20.067750930786133 49.095668792724609, 20.067367553710938 49.095943450927734, 20.066732406616211 49.096286773681641, 20.066234588623047 49.096500396728516, 20.065168380737305 49.096851348876953, 20.06500244140625 49.096916198730469, 20.064888000488281 49.096996307373047, 20.064821243286133 49.097080230712891, 20.064815521240234 49.09716796875, 20.064826965332031 49.097240447998047, 20.064897537231445 49.097366333007812, 20.064949035644531 49.097412109375, 20.065067291259766 49.09747314453125, 20.065244674682617 49.097503662109375, 20.065425872802734 49.097507476806641, 20.066404342651367 49.097415924072266, 20.06678581237793 49.097354888916016, 20.066989898681641 49.097312927246094, 20.067193984985352 49.097255706787109, 20.068271636962891 49.096916198730469, 20.0684757232666 49.096878051757812, 20.068672180175781 49.09686279296875, 20.068950653076172 49.096866607666016, 20.069229125976562 49.096893310546875, 20.06938362121582 49.096931457519531, 20.069515228271484 49.096988677978516, 20.069602966308594 49.097042083740234, 20.069664001464844 49.097103118896484, 20.069723129272461 49.097217559814453, 20.069713592529297 49.097320556640625, 20.069646835327148 49.097408294677734, 20.069526672363281 49.097511291503906, 20.06928825378418 49.0976448059082, 20.068351745605469 49.098140716552734, 20.067295074462891 49.098731994628906, 20.06633186340332 49.099411010742188, 20.065881729125977 49.099746704101562, 20.065410614013672 49.100063323974609, 20.064481735229492 49.100563049316406, 20.063617706298828 49.101028442382812, 20.062503814697266 49.101615905761719, 20.0621280670166 49.1018180847168, 20.061824798583984 49.101997375488281, 20.061468124389648 49.102188110351562, 20.061201095581055 49.102321624755859, 20.060766220092773 49.102519989013672, 20.060478210449219 49.102642059326172, 20.060234069824219 49.102760314941406, 20.05992317199707 49.102939605712891, 20.059749603271484 49.103054046630859, 20.059562683105469 49.103187561035156, 20.059263229370117 49.103462219238281, 20.059123992919922 49.103614807128906, 20.058938980102539 49.1038818359375, 20.057771682739258 49.105583190917969, 20.057634353637695 49.105850219726562, 20.057537078857422 49.1060791015625, 20.057340621948242 49.106525421142578, 20.057144165039062 49.106975555419922, 20.057039260864258 49.107128143310547, 20.056928634643555 49.107265472412109, 20.056486129760742 49.107738494873047, 20.056396484375 49.1077995300293, 20.056324005126953 49.107845306396484, 20.056215286254883 49.107887268066406, 20.056110382080078 49.107913970947266, 20.056009292602539 49.1079216003418, 20.055858612060547 49.107906341552734, 20.055728912353516 49.107883453369141, 20.055635452270508 49.107856750488281, 20.055540084838867 49.107822418212891, 20.054092407226562 49.107181549072266, 20.053693771362305 49.106975555419922, 20.053289413452148 49.106761932373047, 20.053077697753906 49.1066780090332, 20.052885055541992 49.106643676757812, 20.052591323852539 49.106624603271484, 20.052173614501953 49.106605529785156, 20.05177116394043 49.106613159179688, 20.051591873168945 49.10662841796875, 20.051445007324219 49.106662750244141, 20.051334381103516 49.106708526611328, 20.051244735717773 49.106754302978516, 20.051206588745117 49.106781005859375, 20.051168441772461 49.1068229675293, 20.051155090332031 49.106876373291016, 20.051151275634766 49.106964111328125, 20.051155090332031 49.107017517089844, 20.051206588745117 49.107128143310547, 20.051572799682617 49.107624053955078, 20.051717758178711 49.107830047607422, 20.051935195922852 49.108135223388672, 20.052146911621094 49.1084098815918, 20.0523624420166 49.108642578125, 20.05256462097168 49.10882568359375, 20.052824020385742 49.109027862548828, 20.053289413452148 49.109336853027344, 20.053516387939453 49.109466552734375, 20.053674697875977 49.109546661376953, 20.054153442382812 49.109794616699219, 20.054725646972656 49.110076904296875, 20.055974960327148 49.110694885253906, 20.056207656860352 49.110816955566406, 20.056406021118164 49.110897064208984, 20.056632995605469 49.110939025878906, 20.056842803955078 49.110942840576172, 20.057014465332031 49.110927581787109, 20.057207107543945 49.110877990722656, 20.057411193847656 49.110767364501953, 20.058437347412109 49.1101188659668, 20.058792114257812 49.109935760498047, 20.059780120849609 49.109432220458984, 20.060014724731445 49.109317779541016, 20.060764312744141 49.109004974365234, 20.061073303222656 49.108863830566406, 20.06157112121582 49.108604431152344, 20.062541961669922 49.108024597167969, 20.062709808349609 49.107940673828125, 20.062877655029297 49.107879638671875, 20.063430786132812 49.107742309570312, 20.063671112060547 49.107662200927734, 20.063777923583984 49.107616424560547, 20.063846588134766 49.107563018798828, 20.064075469970703 49.107383728027344, 20.064208984375 49.107284545898438, 20.064361572265625 49.107177734375, 20.064579010009766 49.107048034667969, 20.06483268737793 49.106918334960938, 20.065254211425781 49.106735229492188, 20.066604614257812 49.106185913085938, 20.067289352416992 49.10589599609375, 20.067506790161133 49.1058349609375, 20.0677433013916 49.105792999267578, 20.068058013916016 49.105751037597656, 20.06837272644043 49.105716705322266, 20.06873893737793 49.105705261230469, 20.0690975189209 49.105712890625, 20.069866180419922 49.105766296386719, 20.071666717529297 49.105983734130859, 20.072332382202148 49.1060676574707, 20.072565078735352 49.106109619140625, 20.072772979736328 49.106147766113281, 20.073297500610352 49.106273651123047, 20.074111938476562 49.106475830078125, 20.074411392211914 49.106552124023438, 20.074556350708008 49.106586456298828, 20.074684143066406 49.106609344482422, 20.074800491333008 49.106620788574219, 20.07493782043457 49.106620788574219, 20.075136184692383 49.106605529785156, 20.075328826904297 49.106601715087891, 20.075418472290039 49.106609344482422, 20.075490951538086 49.106639862060547, 20.07554817199707 49.106685638427734, 20.075572967529297 49.106731414794922, 20.075582504272461 49.106788635253906, 20.075550079345703 49.106838226318359, 20.075490951538086 49.106880187988281, 20.075416564941406 49.106918334960938, 20.075300216674805 49.106948852539062, 20.075183868408203 49.106960296630859, 20.074897766113281 49.106986999511719, 20.074657440185547 49.107021331787109, 20.074420928955078 49.107082366943359, 20.074151992797852 49.107181549072266, 20.073766708374023 49.107337951660156, 20.072404861450195 49.108005523681641, 20.07203483581543 49.108173370361328, 20.071372985839844 49.108451843261719, 20.071199417114258 49.108535766601562, 20.071037292480469 49.108627319335938, 20.070356369018555 49.109050750732422, 20.070022583007812 49.1092529296875, 20.069730758666992 49.109432220458984, 20.069555282592773 49.109573364257812, 20.069368362426758 49.109722137451172, 20.068717956542969 49.110282897949219, 20.068403244018555 49.110542297363281, 20.068302154541016 49.110622406005859, 20.06817626953125 49.110691070556641, 20.067644119262695 49.110935211181641, 20.06712532043457 49.111186981201172, 20.066995620727539 49.111240386962891, 20.066827774047852 49.111270904541016, 20.066585540771484 49.111289978027344, 20.066385269165039 49.111320495605469, 20.06623649597168 49.111362457275391, 20.066162109375 49.111419677734375, 20.066144943237305 49.111492156982422, 20.066184997558594 49.111606597900391)"
